,datasetKey,decimalLatitude,decimalLongitude,scientificName,taxonKey,TEMP,ZONE
Unnamed 10098,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.986812,-116.485902,Phoradendron californicum Nutt.,2889868,20,9a
Unnamed 10099,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.996772,-80.149589,"Utetheisa ornatrix Linnaeus, 1758",1803218,30,10a
Unnamed 10100,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.996795,-80.14933,Piloblephis rigida (W.Bartram ex Benth.) Raf.,2927334,30,10a
Unnamed 10101,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.686516,-71.22344,Gaultheria procumbens L.,2882753,-10,6a
Unnamed 10102,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.9971,-80.148644,Polygala rugelii Shuttlew. ex A.Gray,7800133,30,10a
Unnamed 10103,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.827197,-87.934533,Daedalea quercina (L.) Pers.,8879395,-15,5b
Unnamed 10104,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.497602,-82.668719,Avicennia germinans (L.) L.,2925400,30,10a
Unnamed 10105,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.716459,-95.355687,"Bombycilla cedrorum Vieillot, 1808",2484609,10,8a
Unnamed 10106,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.997303,-80.148522,Hypericum tetrapetalum Lam.,3189532,30,10a
Unnamed 10107,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.210225,-81.349067,"Gambusia holbrooki Girard, 1859",2350570,20,9a
Unnamed 10108,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.997355,-80.148492,Rhexia nuttallii C.W.James,5420882,30,10a
Unnamed 10109,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.707795,-117.168641,"Phalacrocorax auritus (Lesson, 1831)",2481875,35,10b
Unnamed 10110,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.99733,-80.148492,Utricularia subulata L.,3172419,30,10a
Unnamed 10111,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.397699,-98.996194,Solanum triquetrum Cav.,2930755,25,9b
Unnamed 10112,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.987649,-76.922087,"Aythya collaris (Donovan, 1809)",2498264,0,7a
Unnamed 10113,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.987649,-76.922087,"Aythya collaris (Donovan, 1809)",2498264,0,7a
Unnamed 10114,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.987649,-76.922087,"Aythya collaris (Donovan, 1809)",2498264,0,7a
Unnamed 10115,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.987649,-76.922087,"Larus delawarensis Ord, 1815",2481134,0,7a
Unnamed 10116,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.987649,-76.922087,"Aythya collaris (Donovan, 1809)",2498264,0,7a
Unnamed 10117,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.987649,-76.922087,"Larus delawarensis Ord, 1815",2481134,0,7a
Unnamed 10118,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.987649,-76.922087,"Aythya collaris (Donovan, 1809)",2498264,0,7a
Unnamed 10119,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.149395,-71.662134,"Trachelipus rathkii (Brandt, 1833)",2209087,-10,6a
Unnamed 10120,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.210195,-81.349075,"Lepomis macrochirus Rafinesque, 1819",2394503,20,9a
Unnamed 10121,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.987649,-76.922087,"Lophodytes cucullatus (Linnaeus, 1758)",2498408,0,7a
Unnamed 10122,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.303808,-74.003637,Allium vineale L.,7792960,0,7a
Unnamed 10123,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.987649,-76.922087,"Anas platyrhynchos Linnaeus, 1758",9761484,0,7a
Unnamed 10124,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.987649,-76.922087,"Castor canadensis Kuhl, 1820",2439838,0,7a
Unnamed 10125,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.987649,-76.922087,"Larus delawarensis Ord, 1815",2481134,0,7a
Unnamed 10126,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.986245,-76.461296,"Sayornis saya (Bonaparte, 1825)",2483607,0,7a
Unnamed 10127,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.997322,-80.148536,Rhexia nuttallii C.W.James,5420882,30,10a
Unnamed 10128,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.997613,-80.147269,Lygodesmia aphylla (Nutt.) DC.,3091133,30,10a
Unnamed 10129,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.795587,-82.260667,Lyonia fruticosa (Michx.) G.S.Torr. ex B.L.Rob.,7422429,25,9b
Unnamed 10130,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.698916,-82.302955,Hericium erinaceus (Bull.) Pers.,5248508,5,7b
Unnamed 10131,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.210358,-81.349005,Cichlidae,8522,20,9a
Unnamed 10132,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.997672,-80.147239,Balduina angustifolia (Michx.) B.L.Rob.,3104988,30,10a
Unnamed 10133,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.817955,-84.22217,Panus lecomtei (Fr.) Corner,5464310,-10,6a
Unnamed 10134,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.142998,-81.522974,Vaccinium myrsinites Lam.,2882937,25,9b
Unnamed 10135,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.186095,-97.12662,"Larus delawarensis Ord, 1815",2481134,10,8a
Unnamed 10136,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.2102,-81.349067,"Fundulus chrysotus (Günther, 1866)",5203617,20,9a
Unnamed 10137,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.997687,-80.146592,Hypoxis juncea Sm.,2852930,30,10a
Unnamed 10138,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.210195,-81.349067,"Heterandria formosa Girard, 1859",2349968,20,9a
Unnamed 10139,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.997658,-80.146408,Vaccinium myrsinites Lam.,2882937,30,10a
Unnamed 10140,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.179137,-97.126707,"Turdus migratorius Linnaeus, 1766",9510564,10,8a
Unnamed 10141,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.210208,-81.349092,"Enneacanthus gloriosus (Holbrook, 1855)",2394551,20,9a
Unnamed 10142,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.995853,-80.145767,Hibiscus furcellatus Desr.,7456481,30,10a
Unnamed 10143,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.009983,-76.481456,"Meleagris gallopavo Linnaeus, 1758",9606290,0,7a
Unnamed 10144,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.348625,-110.903647,Physalis pubescens L.,5341819,20,9a
Unnamed 10145,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.798217,-82.26078,Habenaria floribunda Lindl.,2829384,25,9b
Unnamed 10146,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.14326,-81.522414,Gaylussacia dumosa (Andr.) A.Gray,2882744,25,9b
Unnamed 10147,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.179778,-97.126878,"Anas platyrhynchos Linnaeus, 1758",9761484,10,8a
Unnamed 10148,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.348,-110.904045,Salvia hispanica L.,2926992,20,9a
Unnamed 10149,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.143581,-81.522243,Quercus minima (Sarg.) Small,2879040,25,9b
Unnamed 10150,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.98791,-76.454741,"Meleagris gallopavo Linnaeus, 1758",9606290,0,7a
Unnamed 10151,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.766072,-73.972267,"Sciurus carolinensis Gmelin, 1788",5219681,5,7b
Unnamed 10152,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.994597,-80.145478,Spermacoce verticillata L.,2918574,30,10a
Unnamed 10153,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.994597,-80.145455,Lygodesmia aphylla (Nutt.) DC.,3091133,30,10a
Unnamed 10154,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.420496,-83.776671,Schizophyllum commune Fr.,5241128,-10,6a
Unnamed 10155,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.799428,-82.256203,Lygodesmia aphylla (Nutt.) DC.,3091133,25,9b
Unnamed 10156,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.001125,-80.146033,Cirsium horridulum Michx.,3112777,30,10a
Unnamed 10157,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.641043,-83.481042,"Meleagris gallopavo Linnaeus, 1758",9606290,-10,6a
Unnamed 10158,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.639625,-117.106103,Encelia californica Nutt.,3118771,35,10b
Unnamed 10159,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.001061,-80.145814,Sabatia grandiflora (Gray) Small,5414507,30,10a
Unnamed 10160,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.125974,-82.280673,"Pterygoplichthys Gill, 1858",2339954,25,9b
Unnamed 10161,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.986799,-76.461726,"Setophaga palmarum (J.F.Gmelin, 1789)",7341822,0,7a
Unnamed 10162,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.004053,-80.143142,Symphyotrichum simmondsii (Small) G.L.Nesom,3151585,30,10a
Unnamed 10163,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.472092,-121.742529,Arctostaphylos glandulosa subsp. glandulosa,7223558,25,9b
Unnamed 10164,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.471971,-121.74298,Arbutus menziesii Pursh,2882802,25,9b
Unnamed 10165,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.472696,-121.744246,Arbutus menziesii Pursh,2882802,25,9b
Unnamed 10166,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.615675,-80.804176,"Anolis sagrei Duméril & Bibron, 1837",4287413,25,9b
Unnamed 10167,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.004269,-80.142905,Pectis glaucescens (Cass.) D.J.Keil,5405482,30,10a
Unnamed 10168,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.471942,-121.743012,Pellaea andromedifolia (Kaulf.) Fée,8230812,25,9b
Unnamed 10169,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.471942,-121.743012,Ribes speciosum Pursh,2986206,25,9b
Unnamed 10170,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.471942,-121.743012,Ribes speciosum Pursh,2986206,25,9b
Unnamed 10171,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.471647,-121.744268,Arbutus menziesii Pursh,2882802,25,9b
Unnamed 10172,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.471708,-121.744521,Arctostaphylos glandulosa subsp. glandulosa,7223558,25,9b
Unnamed 10173,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.589538,-117.110917,Oxalis pes-caprae L.,2891661,35,10b
Unnamed 10174,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.004261,-80.142844,Polygala rugelii Shuttlew. ex A.Gray,7800133,30,10a
Unnamed 10175,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.771677,-82.65482,"Zachrysia provisoria (L.Pfeiffer, 1858)",4304769,30,10a
Unnamed 10176,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.209008,-76.701958,Mitchella repens L.,5338762,-15,5b
Unnamed 10177,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.142991,-81.522974,Asimina reticulata Shuttlew. ex Chapm.,3158063,25,9b
Unnamed 10178,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.005419,-80.141083,Richardia grandiflora (Cham. & Schltdl.) Steud.,5337460,30,10a
Unnamed 10179,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.462564,-97.848056,Berchemia scandens (Hill) K.Koch,3039506,15,8b
Unnamed 10180,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.006172,-80.13948,Coreopsis leavenworthii Torr. & A.Gray,3133918,30,10a
Unnamed 10181,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.093689,-118.712142,"Zonotrichia leucophrys (J.R.Forster, 1772)",5231132,35,10b
Unnamed 10182,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.166416,-90.051808,Solidago speciosa Nutt.,5389063,-5,6b
Unnamed 10183,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.420823,-83.776658,Panellus stipticus (Bull.) P.Karst.,9118025,-10,6a
Unnamed 10184,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.67525,-95.280312,"Turdus migratorius Linnaeus, 1766",9510564,10,8a
Unnamed 10185,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.006169,-80.13948,Hyptis alata (Raf.) Shinners,2926817,30,10a
Unnamed 10186,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.006175,-80.139489,Symphyotrichum simmondsii (Small) G.L.Nesom,3151585,30,10a
Unnamed 10187,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.461831,-97.848906,Ilex decidua Walter,5414259,15,8b
Unnamed 10188,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.631688,-80.232464,"Aythya americana (Eyton, 1838)",2498263,30,10a
Unnamed 10189,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.513662,-82.217392,"Notophthalmus viridescens (Rafinesque, 1820)",5218390,20,9a
Unnamed 10190,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.906687,-78.513108,"Hyla squirella Daudin, 1800",2427567,5,7b
Unnamed 10191,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.629813,-70.418838,Ilex opaca Sol. ex Aiton,5414248,0,7a
Unnamed 10192,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.284574,-119.274322,"Patagioenas fasciata (Say, 1822)",2495266,30,10a
Unnamed 10193,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.284574,-119.274322,"Selasphorus sasin (R.Lesson, 1829)",2476852,30,10a
Unnamed 10194,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.005931,-80.139436,Hypericum tetrapetalum Lam.,3189532,30,10a
Unnamed 10195,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.475774,-117.391445,"Branta canadensis (Linnaeus, 1758)",5232437,15,8b
Unnamed 10196,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.073216,-85.154657,"Haemorhous mexicanus (P.L.Statius Müller, 1776)",8323485,5,7b
Unnamed 10197,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.469583,-80.290385,"Triplofusus giganteus (Kiener, 1840)",6505171,30,10a
Unnamed 10198,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.806267,-117.345305,Phacelia minor (Harv.) Thell.,2928206,25,9b
Unnamed 10199,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.138318,-97.175974,"Dendrocygna autumnalis (Linnaeus, 1758)",2498393,30,10a
Unnamed 10200,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.005928,-80.139442,Hypericum tetrapetalum Lam.,3189532,30,10a
Unnamed 10201,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.005956,-80.139436,Bigelowia nudata var. australis (L.C.Anderson) Shinners,5700119,30,10a
Unnamed 10202,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.35596,-80.919077,Pleopeltis michauxiana (Weath.) Hickey & Sprunt,7386390,5,7b
Unnamed 10203,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.772835,-86.20195,"Aythya marila (Linnaeus, 1761)",2498265,-5,6b
Unnamed 10204,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.469911,-80.290328,"Bostrycapulus aculeatus (Gmelin, 1791)",4963768,30,10a
Unnamed 10205,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.629978,-70.419388,Chimaphila umbellata (L.) W.P.C.Barton,2888307,0,7a
Unnamed 10206,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.113433,-88.237289,"Anas platyrhynchos Linnaeus, 1758",9761484,-15,5b
Unnamed 10207,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.005967,-80.139405,Utricularia subulata L.,3172419,30,10a
Unnamed 10208,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.096301,-118.717335,Agrocybe pediades (Fr.) Fayod,9050242,35,10b
Unnamed 10209,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.772856,-86.201962,"Aythya marila (Linnaeus, 1761)",2498265,-5,6b
Unnamed 10210,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.930384,-78.604968,"Castor canadensis Kuhl, 1820",2439838,5,7b
Unnamed 10211,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.179228,-97.126303,"Phalacrocorax auritus (Lesson, 1831)",2481875,10,8a
Unnamed 10212,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.006089,-80.139314,Piloblephis rigida (W.Bartram ex Benth.) Raf.,2927334,30,10a
Unnamed 10213,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.819286,-82.634086,"Anadenobolus monilicornis (Porat, 1876)",1027048,30,10a
Unnamed 10214,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.25647,-74.942787,"Sciurus carolinensis Gmelin, 1788",5219681,-5,6b
Unnamed 10215,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.77262,-86.202237,"Mergus serrator Linnaeus, 1758",2498375,-5,6b
Unnamed 10216,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.006053,-80.139428,Xyris ambigua Beyr. ex Kunth,2692954,30,10a
Unnamed 10217,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.086279,-82.243471,"Pterygoplichthys Gill, 1858",2339954,25,9b
Unnamed 10218,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.048295,-80.155617,Pinguicula lutea Walter,5415063,30,10a
Unnamed 10219,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.162767,-78.970563,Epifagus virginiana (L.) Barton,3173317,5,7b
Unnamed 10220,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.6597,-117.998803,"Sayornis saya (Bonaparte, 1825)",2483607,35,10b
Unnamed 10221,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.772801,-86.201804,"Mergus serrator Linnaeus, 1758",2498375,-5,6b
Unnamed 10222,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.006083,-80.139458,Polygala cruciata L.,3191398,30,10a
Unnamed 10223,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.371544,-81.518014,"Quiscalus major westoni Sprunt Jr, 1934",6175129,25,9b
Unnamed 10224,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.00615,-80.138711,Hypoxis juncea Sm.,2852930,30,10a
Unnamed 10225,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.081302,-73.940813,"Bubo virginianus (J.F.Gmelin, 1788)",5959118,-10,6a
Unnamed 10226,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.663148,-73.653455,Tsuga canadensis (L.) Carrière,2687182,-10,6a
Unnamed 10227,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.487849,-117.351116,"Phalacrocorax auritus (Lesson, 1831)",2481875,15,8b
Unnamed 10228,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.006119,-80.138747,Sabatia grandiflora (Gray) Small,5414507,30,10a
Unnamed 10229,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.007167,-80.135558,Vigna luteola (Jacq.) Benth.,2982573,30,10a
Unnamed 10230,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.007131,-80.135536,Utricularia inflata Walter,3172442,30,10a
Unnamed 10231,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.570564,-86.108462,Platanus occidentalis L.,3152820,10,8a
Unnamed 10232,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.779597,-86.197763,"Cygnus olor (Gmelin, 1789)",2498343,-5,6b
Unnamed 10233,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.631172,-70.419587,Dendrolycopodium obscurum (L.) A.Haines,3991468,0,7a
Unnamed 10234,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.007497,-80.13218,Bacopa caroliniana (Walter) B.L.Rob.,3171189,30,10a
Unnamed 10235,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.007489,-80.132217,Hypericum fasciculatum Lam.,3189454,30,10a
Unnamed 10236,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.773358,-86.212508,"Larus delawarensis Ord, 1815",2481134,-5,6b
Unnamed 10237,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.66333,-73.655314,Porpidia albocaerulescens,2603426,-10,6a
Unnamed 10238,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.008189,-80.1269,Flaveria linearis Lag.,3086837,30,10a
Unnamed 10239,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.780967,-82.649905,"Mycteria americana Linnaeus, 1758",2481937,30,10a
Unnamed 10240,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.008219,-80.126939,Coreopsis leavenworthii Torr. & A.Gray,3133918,30,10a
Unnamed 10241,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.983073,-83.88116,"Sphyrapicus varius (Linnaeus, 1766)",2478605,0,7a
Unnamed 10242,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.793777,-86.119322,"Mergus merganser Linnaeus, 1758",9537647,-5,6b
Unnamed 10243,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.007055,-82.369899,"Pterygoplichthys Gill, 1858",2339954,25,9b
Unnamed 10244,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.008311,-80.126914,Piriqueta cistoides subsp. caroliniana (Walter) Arbo,4161209,30,10a
Unnamed 10245,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.988202,-116.48959,Echinocereus engelmannii subsp. engelmannii,7283894,20,9a
Unnamed 10246,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.010653,-80.117547,Urena lobata L.,3152253,30,10a
Unnamed 10247,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.097989,-80.363735,Lamium amplexicaule L.,2926679,5,7b
Unnamed 10248,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.661354,-73.65312,Betula papyrifera Marshall,5332120,-10,6a
Unnamed 10249,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.397538,-98.99642,"Kricogonia lyside (Godart, 1819)",1920581,25,9b
Unnamed 10250,50c9509d-22c7-4a22-a47d-8c48425ef4a7,45.44419,-68.46728,Epigaea repens L.,2882805,-25,4b
Unnamed 10251,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.518682,-117.204031,"Aythya collaris (Donovan, 1809)",2498264,15,8b
Unnamed 10252,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.143648,-81.525486,Hypericum tenuifolium Pursh,3710846,25,9b
Unnamed 10253,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.6299,-83.450067,Leucothoe fontanesiana (Steud.) Sleumer,5333354,-10,6a
Unnamed 10254,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.747995,-81.443725,Cairina moschata var. domestica,10708159,25,9b
Unnamed 10255,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.14356,-81.525384,Piloblephis rigida (W.Bartram ex Benth.) Raf.,2927334,25,9b
Unnamed 10256,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.143314,-81.524889,Lyonia fruticosa (Michx.) G.S.Torr. ex B.L.Rob.,7422429,25,9b
Unnamed 10257,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.010647,-80.117539,Sagittaria lancifolia L.,5328895,30,10a
Unnamed 10258,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.988282,-116.49105,Krameria bicolor S.Watson,5687616,20,9a
Unnamed 10259,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.010642,-80.117592,Symphyotrichum simmondsii (Small) G.L.Nesom,3151585,30,10a
Unnamed 10260,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.010642,-80.117592,Pontederia cordata L.,2766030,30,10a
Unnamed 10261,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.799187,-82.253363,Gelsemium sempervirens (L.) J.St.-Hil.,3169513,25,9b
Unnamed 10262,50c9509d-22c7-4a22-a47d-8c48425ef4a7,25.860737,-80.125647,Richardia grandiflora (Cham. & Schltdl.) Steud.,5337460,40,11a
Unnamed 10263,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.140704,-81.523182,Saururus cernuus L.,5384932,25,9b
Unnamed 10264,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.044683,-80.118958,Chamaecrista fasciculata (Michx.) Greene,2949728,30,10a
Unnamed 10265,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.78066,-86.195568,"Bucephala albeola (Linnaeus, 1758)",2498329,-5,6b
Unnamed 10266,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.124156,-80.157844,Ardisia elliptica Thunb.,5414375,30,10a
Unnamed 10267,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.631688,-80.232464,"Vireo bellii Audubon, 1844",2487441,30,10a
Unnamed 10268,50c9509d-22c7-4a22-a47d-8c48425ef4a7,43.06777,-78.950994,"Sturnus vulgaris Linnaeus, 1758",9809229,-10,6a
Unnamed 10269,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.66747,-96.646962,"Mergus merganser Linnaeus, 1758",9537647,10,8a
Unnamed 10270,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.140669,-81.523053,Canna flaccida Salisb.,5303151,25,9b
Unnamed 10271,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.808197,-122.474949,Tropaeolum majus L.,2889934,35,10b
Unnamed 10272,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.672998,-121.883175,"Poecile rufescens (J.K.Townsend, 1837)",2487783,25,9b
Unnamed 10273,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.988257,-116.491073,Pleurocoronis pluriseta (A.Gray) R.King & H.Rob.,3099636,20,9a
Unnamed 10274,50c9509d-22c7-4a22-a47d-8c48425ef4a7,43.026342,-78.931931,"Sturnus vulgaris Linnaeus, 1758",9809229,-10,6a
Unnamed 10275,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.798658,-82.253158,Osmundastrum cinnamomeum (L.) C.Presl,7319895,25,9b
Unnamed 10276,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.767601,-82.640291,"Ardea alba Linnaeus, 1758",9752617,30,10a
Unnamed 10277,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.532445,-105.68263,"Melospiza melodia (A.Wilson, 1810)",2492196,-15,5b
Unnamed 10278,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.532431,-105.681356,"Branta canadensis (Linnaeus, 1758)",5232437,-15,5b
Unnamed 10279,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.534317,-105.67741,"Corvus brachyrhynchos C.L.Brehm, 1822",2482507,-15,5b
